12132,608340,ITALY - ODYSSEY TRAVEL,Expired,ITALY - ODYSSEY TRAVEL,2024-09-02,2024-09-02,2024-05-29,2024-09-02,GRP-EU-WH,C,8,Y,N,AA,Y,N,,,,,,,,EU-608340,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",0,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-05-29 00:00:00.000,Hager_W,2024-12-10 17:44:31.283,2024-05-29 00:00:00.000,9999-12-31 00:00:00.000,2025-04-08 08:40:08.187,1
12133,608347,ITALY - DIVINCENZO FAMILY,Expired,ITALY - DIVINCENZO FAMILY,2025-10-12,2025-10-12,2024-05-29,2025-10-12,GRP-EU-WH,C,8,Y,N,AA,Y,N,,,,,,,,EU-608347,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",20,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-05-29 00:00:00.000,Hager_W,2024-06-07 15:06:18.040,2024-05-29 00:00:00.000,9999-12-31 00:00:00.000,2025-04-08 08:40:08.187,1
12862,617372,"2025 Taste of Scotland & Ireland- 10 Days/9 Nights- Making Travel Memories- October 12, 2025",Active,"2025 Taste of Scotland & Ireland- 10 Days/9 Nights- Making Travel Memories- October 12, 2025",2025-10-12,2025-10-12,2010-01-01,2025-12-31,SCH-GB-SCA,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>EDI</ToCity><ReturnFromCity>SNN</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>Biggins_Tr</AIWhoStamp><AIDateStamp>2022-09-06 17:00:31.000</AIDateStamp>,,,<Pre><Service><ProductCode>UKPRENIGHTS</ProductCode><SupplierID>GB-GLA-GTH</SupplierID><ServiceID>STD-SBB</ServiceID></Service></Pre>,<Post><Last>Y</Last></Post>,,SCA25,0,N,,16,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>GLA,NAI,EDI,KER,DUB,LIM</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,Markle_M,2024-10-08 00:00:00.000,Lyons_S,2025-01-09 11:49:18.943,2024-10-08 00:00:00.000,2025-08-05 05:24:08.580,2025-04-08 08:40:08.187,0
15690,617506,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",Pending,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",2026-06-28,2026-06-28,2010-01-01,2026-12-31,SCH-IT-ITT,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>NAP</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>McInerney_M</AIWhoStamp><AIDateStamp>2019-06-21 09:20:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,30,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,RRO,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-10-10 00:00:00.000,edwards_ki,2025-04-28 10:43:23.593,2025-04-28 19:00:19.260,2025-06-04 07:10:59.440,2025-04-28 19:00:19.260,0
16493,617506,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",Pending,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",2026-06-28,2026-06-28,2010-01-01,2026-12-31,SCH-IT-ITT,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>NAP</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>McInerney_M</AIWhoStamp><AIDateStamp>2019-06-21 09:20:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,30,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,RRO,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-10-10 00:00:00.000,Tancred_E,2025-05-09 16:18:37.563,2025-05-10 04:34:51.893,2025-06-04 07:10:59.440,2025-05-10 04:34:51.893,0
17718,617506,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",Pending,"2026 Taste of Italy with Sorrento - 10 Days/9 Nights - Travelsmiths - June 28, 2026",2026-06-28,2026-06-28,2010-01-01,2026-12-31,SCH-IT-ITT,C,10,Y,N,AA/AAA,Y,N,,<Main><AirOffset>1</AirOffset><FromCity>NYC</FromCity><ToCity>VCE</ToCity><ReturnFromCity>NAP</ReturnFromCity><ReturnToCity>NYC</ReturnToCity><AirReturnOffset></AirReturnOffset></Main><AIWhoStamp>McInerney_M</AIWhoStamp><AIDateStamp>2019-06-21 09:20:08.000</AIDateStamp>,,,<Pre><First>Y</First></Pre>,<Post><Last>Y</Last></Post>,,ITT26,0,N,,30,,"<CarOver24Hrs>N</CarOver24Hrs><PrefCommMethod></PrefCommMethod><Destination>ROM,RRO,VCE,FLR</Destination><FlexPKGProfile>N</FlexPKGProfile>",Y,1900-01-01,doig_l,2024-10-10 00:00:00.000,Lyons_S,2025-05-29 14:22:35.750,2025-05-30 06:58:40.317,2025-06-04 07:10:59.440,2025-05-30 06:58:40.317,0
12881,617507,Classy Destinations,Active,Classy Destinations,2025-07-13,2025-07-13,2024-10-10,2025-04-29,GRP-IE-KS-1,C,8,Y,N,AA,Y,Y,,,,,,,,IE-617507,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",10,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Smith_K,2024-10-10 00:00:00.000,Larkin_B,2025-03-27 15:12:34.673,2024-10-10 00:00:00.000,2025-07-25 04:41:47.517,2025-04-08 08:40:08.187,0
16494,617507,Classy Destinations,Active,Classy Destinations,2025-07-13,2025-07-13,2024-10-10,2025-04-29,GRP-IE-KS-1,C,8,Y,N,AA,Y,Y,,,,,,,,IE-617507,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,19X",10,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,Y,1900-01-01,Smith_K,2024-10-10 00:00:00.000,Mahoney_he,2025-05-09 20:30:45.077,2025-05-10 04:34:51.893,2025-07-25 04:41:47.517,2025-05-10 04:34:51.893,0
12882,617517,GLOBAL LINK TRAVEL NETWORK,Expired,GLOBAL LINK TRAVEL NETWORK,2025-06-01,2025-06-01,2024-10-10,2025-06-01,GRP-IE-WH,C,6,Y,N,AA,Y,N,,,,,,,,IE-617517,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",20,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-10-10 00:00:00.000,Hager_W,2024-12-09 17:27:15.047,2024-10-10 00:00:00.000,2025-07-25 04:41:47.517,2025-04-08 08:40:08.187,0
17964,617517,GLOBAL LINK TRAVEL NETWORK,Expired,GLOBAL LINK TRAVEL NETWORK,2025-06-01,2025-06-01,2024-10-10,2025-06-01,GRP-IE-WH,C,6,Y,N,AA,Y,N,,,,,,,,IE-617517,0,Y,"L:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-1AA/0A,12.5|14.5AA-1AA/0A,15|17AA-2AA/0A,17.5|19.5AA-2AA/0A,20|22AA-2AA/0A,22.5|24AA-2AA/0A,48X;A:5|7AA-0AA/0A,7.5|9.5AA-0AA/0A,10|12AA-0AA/0A,12.5|14.5AA-0AA/0A,15|17AA-0AA/0A,17.5|19.5AA-0AA/0A,20|22AA-0AA/0A,22.5|24AA-0AA/0A,48X",0,,<CarOver24Hrs>N</CarOver24Hrs><FlexPKGProfile>N</FlexPKGProfile>,N,1900-01-01,Hager_W,2024-10-10 00:00:00.000,Hager_W,2024-12-09 17:27:15.047,2025-06-01 06:02:40.040,9999-12-31 00:00:00.000,2025-06-01 06:02:40.040,1
